1414263200442,107	112	16	26

1414263200482,0

1414263200499,111	99	15	9

1414263200516,0

1414263200533,103	100	38	33

1414263200549,0

1414263200567,107	111	39	18

1414263200584,0

1414263200600,110	110	38	33

1414263200616,0

1414263200633,111	109	40	35

1414263200650,0

1414263200668,103	108	39	33

1414263200683,0

1414263200699,103	108	38	33

1414263200718,0

1414263200733,101	112	41	33

1414263200750,0

1414263200767,108	109	42	33

1414263200783,0

1414263200800,0	7	7	7

1414263200816,0

1414263200834,11	9	8	25

1414263200851,0

1414263200866,12	0	13	1

1414263200883,0

1414263200899,5	4	0	12

1414263200916,0

1414263200932,0	10	0	9

1414263200949,0

1414263200966,3	2	18	25

1414263200983,0

1414263200999,17	3	6	3

1414263201017,0

1414263201033,9	13	12	9

1414263201050,0

1414263201067,13	4	24	24

1414263201082,0

1414263201100,9	5	2	19

1414263201117,0

1414263201134,5	4	23	16

1414263201150,0

1414263201166,5	1	32	15

1414263201182,0

1414263201200,15	14	26	22

1414263201215,0

1414263201233,4	10	27	24

1414263201250,0

1414263201267,14	9	25	26

1414263201283,0

1414263201299,16	11	24	10

1414263201690,0

1414263201707,13	5	4	2

1414263201723,0

1414263201741,19	4	22	16

1414263201757,0

1414263201774,8	2	29	1

1414263201790,0

1414263201806,12	13	11	25

1414263201824,0

1414263201840,10	3	3	4

1414263201856,0

1414263201874,3	11	15	18

1414263201890,0

1414263201907,2	10	14	10

1414263201924,0

1414263201940,15	12	30	24

1414263201957,0

1414263201974,4	2	3	17

1414263201990,0

1414263202007,3	2	1	0

1414263202024,0

1414263202041,16	16	28	10

1414263202057,0

1414263202074,13	12	34	24

1414263202090,0

1414263202107,18	17	32	12

1414263202123,0

1414263202140,5	12	30	26

1414263202157,0

1414263202174,15	15	2	3

1414263202191,0

1414263202207,13	1	23	1

1414263202223,0

1414263202241,2	2	27	10

1414263202257,0

1414263202274,6	14	26	26

1414263202291,0

1414263202307,11	12	5	26

1414263202324,0

1414263202340,9	5	18	16

1414263202357,0

1414263202374,0	4	21	0

1414263202391,0

1414263202408,14	12	14	24

1414263202424,0

1414263202440,4	11	12	25

1414263202458,0

1414263202474,12	15	17	24

1414263202490,0

1414263202507,13	13	20	0

1414263202524,0

1414263202540,4	2	7	12

1414263202556,0

1414263202574,3	14	29	18

1414263202590,0

1414263202607,12	16	28	17

1414263202623,0

1414263202640,15	12	26	25

1414263202657,0

1414263202673,13	12	15	23

1414263202690,0

1414263202708,3	5	26	0

1414263202724,0

1414263202740,3	2	20	17

1414263202757,0

1414263202774,8	17	9	11

1414263202790,0

1414263202807,6	14	27	10

1414263202824,0

1414263202841,13	13	18	26

1414263202858,0

1414263202874,14	2	21	2

1414263202890,0

1414263202907,8	5	2	10

1414263202923,0

1414263202941,13	9	7	25

1414263202957,0

1414263202973,12	10	15	10

1414263202989,0

1414263203007,14	3	21	18

1414263203024,0

1414263203041,6	3	4	18

1414263203058,0

1414263203074,14	13	26	17

1414263203090,0

1414263203108,6	12	26	25

1414263203124,0

1414263203140,8	10	29	25

1414263203158,0

1414263203173,7	14	21	24

1414263203190,0

1414263203207,14	14	3	12

1414263203224,0

1414263203240,13	3	21	17

1414263203257,0

1414263203274,3	2	5	16

1414263203290,0

1414263203307,13	9	30	10

1414263203324,0

1414263203340,16	14	15	25

1414263203356,0

1414263203373,13	13	29	27

1414263203390,0

1414263203408,8	3	7	3

1414263203423,0

1414263203441,3	12	3	3

1414263203457,0

1414263203473,4	11	31	23

1414263203490,0

1414263203506,15	11	12	12

1414263203524,0

1414263203540,8	3	20	27

1414263203557,0

1414263203574,15	7	17	1

1414263203590,0

1414263203607,12	2	18	1

1414263203624,0

1414263203640,0	12	27	27

1414263203657,0

1414263203673,18	18	13	27

1414263203691,0

1414263203706,13	14	16	27

1414263203723,0

1414263203745,13	15	15	16

1414263203765,0

1414263203784,15	1	15	15

1414263203799,0

1414263203816,8	0	19	26

1414263203832,0

1414263203849,6	6	27	18

1414263203867,0

1414263203884,10	13	30	17

1414263203899,0

1414263203916,14	12	23	12

1414263203932,0

1414263203950,13	13	20	10

1414263203966,0

1414263203983,1	1	29	15

1414263204001,0

1414263204023,7	3	21	15

1414263204041,0

1414263204057,15	12	30	20

1414263204074,0

1414263204091,9	13	10	10

1414263204107,0

1414263204124,14	0	0	27

1414263204140,0

1414263204158,12	5	20	13

1414263204174,0

1414263204190,6	6	19	18

1414263204208,0

1414263204224,15	13	30	10

1414263204246,0

1414263204265,13	10	13	10

1414263204283,0

1414263204299,9	3	30	16

1414263204316,0

1414263204333,13	3	18	3

1414263204349,0

1414263204366,6	13	8	25

1414263204383,0

1414263204400,7	11	31	10

1414263204415,0

1414263204433,18	16	12	27

1414263204450,0

1414263204466,12	6	6	16

1414263204483,0

1414263204511,5	3	21	12

1414263204529,0

1414263204545,17	2	22	16

1414263204562,0

1414263204579,4	11	13	21

1414263204595,0

1414263204611,14	13	27	10

1414263204629,0

1414263204645,11	4	6	17

1414263204663,0

1414263204678,2	4	28	0

1414263204695,0

1414263204712,1	10	29	25

1414263204790,0

1414263204807,10	11	28	27

1414263204824,0

1414263204841,9	3	3	2

1414263204857,0

1414263204874,4	1	19	26

1414263204891,0

1414263204907,6	11	13	25

1414263204924,0

1414263204940,16	10	27	10

