1414263143154,85	84	109	76

1414263143182,0

1414263143203,81	83	99	94

1414263143220,0

1414263143237,89	86	111	80

1414263143253,0

1414263143271,91	92	112	82

1414263143287,0

1414263143305,91	92	118	89

1414263143323,0

1414263143339,81	85	111	74

1414263143355,0

1414263143372,78	90	96	89

1414263143390,0

1414263143405,88	79	111	73

1414263143424,0

1414263143439,87	89	92	83

1414263143456,0

1414263143473,91	92	107	83

1414263143489,0

1414263143506,84	83	92	79

1414263143522,0

1414263143540,73	88	93	80

1414263143556,0

1414263143573,85	78	93	81

1414263143589,0

1414263143606,76	83	92	83

1414263143622,0

1414263143639,85	85	89	78

1414263143656,0

1414263143673,83	84	80	82

1414263143690,0

1414263143706,87	87	92	77

1414263143722,0

1414263143740,84	85	77	82

1414263143757,0

1414263143773,76	79	76	81

1414263143789,0

1414263143807,80	83	94	78

1414263143822,0

1414263143840,79	85	69	81

1414263143855,0

1414263143873,84	86	68	80

1414263143889,0

1414263143906,81	73	84	72

1414263143923,0

1414263143940,72	77	85	75

1414263143955,0

1414263143973,83	77	84	70

1414263143990,0

1414263144007,74	77	85	75

1414263144396,0

1414263144414,78	76	95	72

1414263144430,0

1414263144447,79	78	91	72

1414263144463,0

1414263144480,80	85	93	77

1414263144497,0

1414263144513,77	82	93	71

1414263144530,0

1414263144547,85	83	76	80

1414263144564,0

1414263144580,72	85	99	80

1414263144597,0

1414263144613,77	80	92	78

1414263144629,0

1414263144648,80	87	93	74

1414263144663,0

1414263144680,75	86	90	79

1414263144696,0

1414263144713,83	84	99	81

1414263144730,0

1414263144746,73	85	95	87

1414263144764,0

1414263144781,81	84	95	70

1414263144796,0

1414263144813,72	79	92	75

1414263144830,0

1414263144847,79	73	95	81

1414263144863,0

1414263144881,76	83	93	85

1414263144897,0

1414263144914,74	77	97	76

1414263144931,0

1414263144946,83	81	94	87

1414263144964,0

1414263144980,75	75	96	73

1414263144996,0

1414263145013,83	83	95	88

1414263145030,0

1414263145047,71	86	80	87

1414263145063,0

1414263145080,85	84	95	90

1414263145096,0

1414263145114,72	86	96	81

1414263145130,0

1414263145148,79	76	96	98

1414263145164,0

1414263145181,84	77	93	87

1414263145197,0

1414263145214,74	77	89	74

1414263145231,0

1414263145247,86	85	84	76

1414263145264,0

1414263145280,76	88	96	84

1414263145297,0

1414263145313,87	85	95	74

1414263145330,0

1414263145347,76	86	77	80

1414263145364,0

1414263145380,81	84	80	82

1414263145397,0

1414263145413,76	86	93	87

1414263145430,0

1414263145447,78	76	97	73

1414263145464,0

1414263145480,84	83	77	97

1414263145497,0

1414263145514,76	85	95	74

1414263145529,0

1414263145546,82	87	96	75

1414263145564,0

1414263145580,78	78	94	69

1414263145597,0

1414263145613,82	81	96	83

1414263145629,0

1414263145648,81	79	95	86

1414263145664,0

1414263145680,75	80	92	98

1414263145696,0

1414263145714,73	76	81	73

1414263145731,0

1414263145747,77	83	75	82

1414263145763,0

1414263145780,84	82	92	74

1414263145797,0

1414263145814,75	84	77	82

1414263145830,0

1414263145848,86	83	94	93

1414263145864,0

1414263145880,73	82	78	80

1414263145896,0

1414263145914,83	82	80	80

1414263145930,0

1414263145948,77	84	73	80

1414263145963,0

1414263145980,82	84	93	82

1414263145997,0

1414263146013,71	82	87	80

1414263146030,0

1414263146047,86	86	94	81

1414263146063,0

1414263146080,83	85	95	81

1414263146097,0

1414263146114,77	84	78	80

1414263146130,0

1414263146147,82	85	96	78

1414263146164,0

1414263146180,79	84	94	82

1414263146198,0

1414263146214,83	85	78	96

1414263146230,0

1414263146248,71	82	79	80

1414263146263,0

1414263146281,86	83	77	81

1414263146297,0

1414263146313,84	87	89	94

1414263146330,0

1414263146347,76	84	95	76

1414263146364,0

