1414263387013,182	14	29	15

1414263387042,0

1414263387060,181	11	35	13

1414263387076,0

1414263387092,170	10	35	15

1414263387108,0

1414263387125,185	12	30	24

1414263387142,0

1414263387159,172	14	16	16

1414263387175,0

1414263387192,189	14	29	30

1414263387210,0

1414263387225,173	15	14	32

1414263387243,0

1414263387259,180	13	15	15

1414263387279,0

1414263387294,174	14	29	18

1414263387311,0

1414263387327,183	13	16	33

1414263387344,0

1414263387361,168	3	13	9

1414263387378,0

1414263387394,169	5	32	14

1414263387411,0

1414263387428,185	14	29	20

1414263387445,0

1414263387461,168	12	33	14

1414263387477,0

1414263387494,181	15	19	33

1414263387511,0

1414263387527,172	14	19	29

1414263387544,0

1414263387560,179	5	32	16

1414263387578,0

1414263387594,182	14	26	16

1414263387615,0

1414263387632,178	13	30	18

1414263387648,0

1414263387665,180	11	29	33

1414263387682,0

1414263387699,169	11	14	35

1414263387715,0

1414263387732,175	15	14	35

1414263387748,0

1414263387766,173	11	16	31

1414263387781,0

1414263387800,181	14	25	34

1414263387815,0

1414263387833,179	13	29	13

1414263387848,0

1414263387866,172	13	29	24

1414263388252,0

1414263388269,179	13	25	17

1414263388286,0

1414263388302,173	14	12	13

1414263388319,0

1414263388336,183	12	14	35

1414263388352,0

1414263388369,177	12	26	16

1414263388386,0

1414263388402,184	15	28	16

1414263388419,0

1414263388436,180	3	3	12

1414263388452,0

1414263388469,172	5	23	33

1414263388486,0

1414263388503,181	5	25	10

1414263388519,0

1414263388536,174	2	5	25

1414263388552,0

1414263388570,181	3	31	11

1414263388586,0

1414263388603,170	10	15	19

1414263388619,0

1414263388637,183	11	30	32

1414263388652,0

1414263388669,169	11	34	17

1414263388685,0

1414263388703,181	12	17	17

1414263388719,0

1414263388736,175	14	7	31

1414263388753,0

1414263388769,179	11	33	36

1414263388785,0

1414263388802,185	10	13	16

1414263388819,0

1414263388837,181	13	29	30

1414263388853,0

1414263388870,184	12	16	20

1414263388886,0

1414263388902,185	14	28	30

1414263388919,0

1414263388936,180	12	29	18

1414263388952,0

