1414456955678,93	2412	2246	2201	1333	949	2283	2354	2425	1869	1479	1384	1350	

1414456955694,1691	1794	2418	2252	2201	1336	950	2280	2355	2419	1869	1477	1382	1350	

1414456955715,1694	1792	2416	2243	2201	1333	952	2280	2354	2428	1866	1478	1384	1352	

1414456955734,1691	1798	2418	2253	2205	1336	952	2281	2357	2420	1869	1478	1383	1350	

1414456955751,1692	1792	2413	2252	2202	1333	950	2288	2354	2424	1865	1477	1382	1352	

1414456955767,1690	1793	2418	2253	2205	1335	951	2279	2355	2421	1865	1476	1384	1350	

1414456955786,1693	1792	2413	2250	2203	1334	952	2284	2354	2421	1868	142461	1931	1558	1416	1353	

1414456955804,1705	1836	2593	2466	2421	1462	985	2308	2384	2458	1905	1513	1399	1344	

1414456955820,1713	1847	2593	2474	2438	1458	997	2314	2386	2458	1922	1545	1469	1514	

1414456955837,1730	1849	2605	2481	2455	1475	1008	2335	2406	2487	1949	1568	1562	1414	

1414456955856,1728	1850	2607	2478	2456	1461	1006	2330	2397	2483	1934	1571	1527	1384	

1414456955875,1722	1846	2617	2475	2442	1464	994	2317	2389	2454	1943	1564	1626	1561	

1414456955890,1729	1847	2623	2481	2440	1461	998	2317	2393	2455	1928	1556	1530	1535	

1414456955907,1706	1839	2618	2472	2423	1462	983	2305	2380	2454	1913	1527	1454	1488	

1414456955958,1705	1842	2615	2472	2425	1460	983	2307	2385	2455	1921	1538	1458	1491	

1414456956018,1705	1840	2621	2475	2425	1460	983	2303	2382	2454	1918	1573	1554	1514	

1414456956094,1706	1841	2616	2471	2426	1461	984	2307	2383	2455	1924	1529	1451	1337	

1414456956182,1703	1828	2599	2457	2407	1458	1001	2298	2367	2447	1898	1514	1413	1335	

1414456956251,1703	1829	2596	2455	2418	1454	1006	2298	2374	2456	1909	1506	1397	1347	

1414456956338,1703	1831	2598	2462	2422	1457	1006	2298	2377	2457	1909	1504	1403	1348	

1414456956440,1705	1831	2604	2461	2425	1452	1008	2297	2360	2452	1894	1499	1387	1328	

1414456956517,1706	1833	2602	2460	2427	1456	1008	2302	2379	2455	1903	1502	1390	1345	

1414456956603,1707	1834	2608	2472	2421	1464	983	2310	2381	2452	1917	1502	1389	1333	

1414456956676,1703	1835	2605	2467	2421	1461	984	2303	2376	2455	1905	1503	1387	1327	

1414456956760,1702	1833	2599	2453	2407	1464	985	2298	2366	2446	1896	1512	1395	1326	

1414456956830,1703	1828	2602	2453	2405	1460	1000	2301	2372	2451	1901	1510	1390	1328	

1414456956897,1704	1839	2607	2469	2421	1461	983	2304	2381	2461	1910	1500	1387	1326	

1414456956982,1706	1840	2606	2465	2421	1460	984	2304	2377	2462	1893	1505	1380	1325	

1414456957068,1703	1840	2608	2469	2425	1460	983	2308	2381	2459	1903	1503	1389	1327	

1414456957135,1705	1840	2610	2468	2422	1459	984	2307	2377	2459	1913	1503	1380	1327	

1414456957202,1705	1834	2609	2468	2421	1463	983	2303	2377	2459	1912	1503	1386	1326	

1414456957288,1705	1839	2611	2467	2421	1459	983	2305	2377	2462	1913	1503	1388	1325	

1414456957354,1703	1827	2606	2459	2414	1461	984	2302	2378	2456	1902	1505	1388	1325	

1414456957439,1705	1828	2603	2460	2408	1463	985	2298	2368	2451	1898	1513	1388	1326	

1414456957530,1703	1832	2600	2452	2410	1460	986	2300	2365	2447	1896	1513	1393	1326	

1414456957598,1704	1832	2601	2451	2406	1462	985	2298	2364	2448	1896	1513	1394	1323	

1414456957681,1705	1832	2601	2449	2402	1462	990	2291	2368	2446	1894	1509	1391	1325	

1414456957765,1702	1834	2599	2452	2405	1464	985	2296	2362	2441	1893	1511	1391	1323	

1414456957851,1702	1832	2602	2452	2403	1459	989	2295	2364	2446	1895	1512	1394	1324	

1414456957902,1702	1831	2599	2452	2404	1462	987	2293	2361	2447	1893	1511	1393	1325	

1414456957986,1702	1832	2600	2451	2403	1460	992	2296	2364	2444	1894	1511	1391	1325	

1414456958070,1706	1833	2601	2449	2403	1453	987	2296	2368	2442	1892	1510	1391	1325	

1414456958157,1701	1831	2597	2409	2269	1212	985	2302	2365	2442	1897	1503	1385	1325	

1414456958227,1703	1825	2598	2408	2266	1212	985	2299	2363	2428	1887	1507	1393	1325	

1414456958311,1701	1828	2597	2410	2271	1213	983	2303	2364	2438	1893	1500	1386	1323	

1414456958380,1701	1828	2597	2409	2268	1211	983	2300	2365	2443	1892	1504	1385	1325	

