1414263241141,9	8	28	22

1414263241172,0

1414263241189,8	13	30	10

1414263241206,0

1414263241224,15	16	27	13

1414263241240,0

1414263241257,14	14	21	26

1414263241273,0

1414263241290,4	7	32	28

1414263241307,0

1414263241323,12	8	19	6

1414263241340,0

1414263241357,6	17	22	24

1414263241373,0

1414263241390,6	4	27	17

1414263241410,0

1414263241422,10	15	25	17

1414263241440,0

1414263241456,6	12	9	9

1414263241473,0

1414263241490,0	12	0	28

1414263241506,0

1414263241523,178	13	102	28

1414263241539,0

1414263241556,173	11	97	13

1414263241573,0

1414263241590,176	9	88	11

1414263241606,0

1414263241623,167	2	97	0

1414263241639,0

1414263241657,167	1	97	2

1414263241673,0

1414263241690,179	12	100	29

1414263241706,0

1414263241723,164	13	88	11

1414263241739,0

1414263241756,173	10	87	12

1414263241774,0

1414263241790,175	2	75	3

1414263241806,0

1414263241823,171	10	83	12

1414263241839,0

1414263241857,177	11	98	11

1414263241873,0

1414263241889,174	15	88	10

1414263241906,0

1414263241923,175	2	90	16

1414263241940,0

1414263241957,162	3	92	18

1414263241972,0

1414263241990,174	11	85	10

1414263242383,0

1414263242401,169	10	100	11

1414263242418,0

1414263242435,173	10	87	3

1414263242450,0

1414263242468,176	1	72	18

1414263242484,0

1414263242505,169	11	84	11

1414263242522,0

1414263242539,171	11	94	26

1414263242556,0

1414263242573,176	10	77	25

1414263242588,0

1414263242606,177	4	74	18

1414263242622,0

1414263242640,166	1	88	2

1414263242657,0

1414263242673,177	12	97	14

1414263242689,0

1414263242706,167	9	99	10

1414263242723,0

1414263242740,175	9	78	2

1414263242756,0

1414263242773,177	0	87	1

1414263242790,0

1414263242807,169	5	98	25

1414263242824,0

1414263242839,168	10	98	24

1414263242856,0

1414263242872,177	9	101	12

1414263242890,0

1414263242906,179	14	99	12

1414263242923,0

1414263242939,177	5	75	28

1414263242956,0

1414263242973,165	4	99	16

1414263242989,0

1414263243005,169	3	92	1

1414263243022,0

1414263243040,175	11	98	28

1414263243056,0

1414263243072,168	11	101	10

1414263243089,0

1414263243106,179	17	74	11

1414263243123,0

1414263243139,177	2	91	16

1414263243156,0

1414263243174,168	1	92	0

1414263243190,0

1414263243206,173	10	86	13

1414263243223,0

1414263243239,176	11	99	28

1414263243255,0

1414263243273,178	0	85	26

1414263243290,0

1414263243305,179	0	91	3

1414263243323,0

1414263243340,162	15	93	17

1414263243356,0

1414263243373,164	11	99	10

1414263243388,0

1414263243407,176	13	95	12

1414263243423,0

1414263243440,170	0	72	2

1414263243456,0

1414263243473,167	2	93	26

1414263243489,0

1414263243506,178	13	86	10

1414263243522,0

1414263243540,170	20	82	11

1414263243555,0

1414263243573,174	0	92	26

1414263243589,0

1414263243606,177	0	73	19

1414263243623,0

1414263243640,169	2	102	19

1414263243656,0

1414263243673,171	11	95	20

1414263243689,0

1414263243705,173	13	101	28

1414263243723,0

1414263243739,168	11	81	26

1414263243756,0

1414263243774,173	5	73	26

1414263243789,0

1414263243807,173	1	90	19

1414263243823,0

1414263243839,168	6	89	4

1414263243856,0

1414263243874,178	10	82	26

1414263243889,0

1414263243906,173	10	74	10

1414263243923,0

1414263243940,169	3	82	19

1414263243956,0

1414263243972,169	0	91	18

1414263243989,0

1414263244006,178	10	95	28

1414263244023,0

1414263244040,167	14	86	26

1414263244056,0

1414263244073,176	15	97	11

1414263244090,0

1414263244106,177	3	89	4

1414263244123,0

1414263244139,171	1	84	5

1414263244155,0

1414263244173,176	13	100	11

1414263244190,0

1414263244205,168	13	74	13

1414263244222,0

1414263244240,168	7	99	4

1414263244256,0

1414263244272,164	2	88	17

1414263244289,0

1414263244306,176	12	94	9

1414263244322,0

1414263244339,168	3	74	4

1414263244356,0

1414263244373,166	2	71	28

1414263244389,0

1414263244406,167	13	101	10

1414263244423,0

1414263244440,176	12	82	27

1414263244456,0

1414263244473,174	12	88	28

1414263244490,0

1414263244507,178	12	98	13

1414263244523,0

1414263244539,165	1	83	17

1414263244557,0

1414263244573,167	4	92	18

1414263244589,0

1414263244606,175	12	101	13

1414263244624,0

1414263244644,165	12	75	27

1414263244661,0

1414263244677,180	12	90	12

1414263244695,0

1414263244710,178	2	92	17

1414263244727,0

1414263244744,168	4	87	12

1414263244761,0

1414263244778,178	13	96	20

1414263244794,0

1414263244811,165	13	99	13

1414263244828,0

1414263244844,173	1	85	2

1414263244888,0

1414263244905,168	1	88	18

1414263244922,0

1414263244938,171	10	81	13

1414263244956,0

1414263244971,170	10	96	13

1414263244989,0

1414263245005,176	12	73	19

1414263245022,0

1414263245039,173	2	87	17

1414263245055,0

1414263245071,171	3	92	12

1414263245089,0

1414263245105,168	12	93	11

1414263245137,0

1414263245156,178	2	72	27

1414263245173,0

1414263245190,179	3	77	4

1414263245206,0

1414263245224,166	5	97	5

1414263245239,0

1414263245257,171	2	83	2

1414263245273,0

1414263245290,175	8	91	17

1414263245306,0

1414263245324,171	13	77	20

1414263245339,0

1414263245357,171	12	82	26

1414263245376,0

1414263245398,176	12	83	13

1414263245415,0

1414263245431,175	2	92	4

1414263245449,0

1414263245466,168	6	93	5

1414263245482,0

1414263245499,180	7	100	6

1414263245515,0

1414263245532,171	16	99	12

1414263245548,0

1414263245566,177	10	103	11

1414263245582,0

1414263245599,176	12	102	10

1414263245623,0

1414263245643,169	15	94	20

1414263245660,0

1414263245677,176	4	93	3

1414263245693,0

1414263245711,167	5	86	13

1414263245727,0

1414263245744,169	11	98	26

1414263245760,0

