1414890328595,10034,-2,-2,1023,1023,1023,1023,506,55,
1414890328626,10024,-2,-2,1023,1023,1023,1023,518,55,
1414890328643,10040,-2,-2,1023,1023,1023,1023,500,54,
1414890329327,10018,-2,-2,1023,1023,1023,1023,494,55,
1414890330943,10029,-2,-2,1023,1023,1023,1023,499,54,
1414890332561,10023,-2,-2,1023,1023,1023,1023,486,55,
1414890334193,10023,-2,-2,1023,1023,1023,1023,495,54,
1414890335811,10013,-2,-2,1023,1023,1023,1023,486,54,
1414890337443,10018,-2,-2,1023,1023,1023,1023,503,55,
1414890339061,10026,-2,-2,1023,1023,1023,1023,500,55,
1414890340695,10035,-2,-2,1023,1023,1023,1023,502,54,
1414890342308,10030,-2,-2,1023,1023,1023,1023,488,54,
1414890343941,10036,-2,-2,1023,1023,1023,1023,492,54,
1414890345563,10020,-2,-2,1023,1023,1023,1023,487,54,
1414890347184,10026,-2,-2,1023,1023,1023,1023,502,55,
1414890348802,10023,-2,-2,1023,1023,1023,1023,504,55,
1414890350437,10026,-2,-2,1023,1023,1023,1023,508,52,
1414890352056,10024,-2,-2,1023,1023,1023,1023,509,55,
1414890353679,10039,-2,-2,1023,1023,1023,1023,513,54,
1414890355300,10040,-2,-2,1023,1023,1023,1023,580,55,
1414890356920,10030,-2,-2,1023,1023,1023,1023,556,55,
1414890358546,10021,-2,-2,1023,1023,1023,1023,557,55,
1414890360169,10042,-2,-2,1023,1023,1023,1023,557,55,
1414890361803,10041,-2,-2,1023,1023,1023,1023,616,56,
1414890363423,10234,-2,-2,1023,1023,1023,1023,532,54,
1414890365043,10041,-2,-2,1023,1023,1023,1023,530,55,
1414890366665,10043,-2,-2,1023,1023,1023,1023,504,54,
1414890368285,10223,-2,-2,1023,1023,1023,1023,489,52,
1414890369922,10043,-2,-2,1023,1023,1023,1023,479,53,
1414890371541,10044,-2,-2,1023,1023,1023,1023,479,53,
1414890373162,10034,-2,-2,1023,1023,1023,1023,494,53,
1414890374785,10037,-2,-2,1023,1023,1023,1023,498,53,
1414890376418,10026,-2,-2,1023,1023,1023,1023,496,53,
1414890378026,10031,-2,-2,1023,1023,1023,1023,502,54,
1414890379661,10034,-2,-2,1023,1023,1023,1023,557,59,
1414890381278,10027,-2,-2,1023,1023,1023,1023,591,59,
1414890382906,10020,-2,-2,1023,1023,1023,1023,585,56,
1414890384523,10025,-2,-2,1023,1023,1023,1023,584,56,
1414890386154,10024,-2,-2,1023,1023,1023,1023,576,56,
1414890387770,10035,-2,-2,1023,1023,1023,1023,573,56,
1414890389410,10038,-2,-2,1023,1023,1023,1023,572,56,
1414890391021,10029,-2,-2,1023,1023,1023,1023,563,56,
1414890392655,10024,-2,-2,1023,1023,1023,1023,566,56,
1414890394272,10023,-2,-2,1023,1023,1023,1023,573,56,
1414890395890,10029,-2,-2,1023,1023,1023,1023,564,56,
1414890397523,10068,-2,-2,1023,1023,1023,1023,575,56,
1414890399140,10024,-2,-2,1023,1023,1023,1023,559,56,
1414890400768,10232,-2,-2,1023,1023,1023,1023,555,56,
1414890402386,10026,-2,-2,1023,1023,1023,1023,562,56,
1414890404014,10027,-2,-2,1023,1023,1023,1023,554,56,
1414890405647,10026,-2,-2,1023,1023,1023,1023,553,63,
1414890407262,10023,-2,-2,1023,1023,1023,1023,599,57,
1414890408890,10158,-2,-2,1023,1023,1023,1023,566,56,
1414890410503,10127,-2,-2,1023,1023,1023,1023,572,56,
1414890412139,10033,-2,-2,1023,1023,1023,1023,582,57,
1414890413766,10025,-2,-2,1023,1023,1023,1023,592,57,
1414890415386,10039,-2,-2,1023,1023,1023,1023,624,61,
1414890417001,10221,-2,-2,1023,1023,1023,1023,554,60,
1414890418626,10019,-2,-2,1023,1023,1023,1023,589,58,
1414890420260,10023,-2,-2,1023,1023,1023,1023,637,58,
1414890421879,10036,-2,-2,1023,1023,1023,1023,649,57,
1414890423502,10030,-2,-2,1023,1023,1023,1023,661,56,
1414890425126,10018,-2,-2,1023,1023,1023,1023,652,56,
1414890426749,10008,-2,-2,1023,1023,1023,1023,667,57,
1414890428375,10233,-2,-2,1023,1023,1023,1023,655,56,
1414890429994,10200,-2,-2,1023,1023,1023,1023,648,56,
1414890431622,10224,-2,-2,1023,1023,1023,1023,658,56,
