1414749662148,9170,150,675,649,242
1414749662183,9194,156,620,577,187
1414749662200,9069,277,756,726,231
1414749662217,9080,289,733,735,267
1414749662234,9053,280,744,740,275
1414749662250,8985,413,1023,815,300
1414749662267,8892,1023,1023,1023,424
1414749662284,8862,1023,1023,1023,503
1414749662300,8961,1023,1023,1023,446
1414749662317,8984,1023,1023,1023,442
1414749662384,8975,1023,1023,1023,416
1414749662774,8976,1023,1023,1023,384
1414749662992,8983,1023,1023,1023,427
1414749663291,9029,1023,1023,1023,428
1414749663603,9067,1023,804,1011,404
1414749663903,9084,1023,754,943,443
1414749664204,9083,1023,772,944,447
1414749664504,9075,1023,764,953,401
1414749664821,9084,1023,793,955,371
1414749665121,9070,1023,827,952,339
1414749665420,9077,1023,846,962,330
1414749665720,9079,1023,823,953,398
1414749666037,9070,1023,841,942,398
1414749666337,9083,1023,901,938,450
1414749666637,9072,1023,868,946,397
1414749666936,9081,1023,894,949,353
1414749667254,9070,1023,963,948,369
1414749667554,9077,1023,922,946,381
1414749667854,9069,1023,1007,921,331
1414749668154,9071,1023,1023,920,283
1414749668455,8971,1023,1023,1023,418
1414749668773,8890,1023,1023,1023,444
1414749669075,8874,1023,1023,971,384
1414749669376,8895,1023,1023,937,416
1414749669677,8858,1023,1023,930,428
1414749669982,8888,1023,1023,919,404
1414749670285,8856,1023,1023,904,337
1414749670586,8876,1023,1023,889,344
1414749670887,8862,1023,1023,887,345
1414749671188,8858,1023,1023,886,363
1414749671507,8885,1023,1023,879,348
1414749671810,8857,1023,1023,869,405
1414749672111,8900,1023,1023,841,294
1414749672411,8852,1023,1023,861,310
1414749672711,8866,1023,1023,837,346
1414749673021,8855,1023,1023,830,393
1414749673321,8857,1023,1023,824,336
1414749673623,8894,1023,1023,822,371
1414749673924,8855,1023,1023,822,379
1414749674241,8886,1023,1023,839,378
1414749674542,8848,1023,1023,1023,377
1414749674843,8972,1023,1023,906,366
1414749675144,8874,1023,1023,891,299
1414749675444,8882,1023,1023,886,351
1414749675745,8863,1023,1023,882,389
1414749676061,8969,1023,1023,871,332
1414749676363,8984,1023,1023,862,423
1414749676665,8989,1023,1023,861,356
1414749676966,8975,1023,1023,859,345
1414749677262,8972,1023,1023,847,312
1414749677580,8977,1023,1023,811,337
1414749677883,8978,1023,1023,802,359
1414749678182,8977,1023,1023,806,334
1414749678483,8840,1023,1023,818,246
1414749678784,8674,1023,1023,1004,412
1414749679101,8638,1023,1023,1023,437
1414749679404,8705,1023,1023,1023,489
1414749679704,8742,1023,1023,1023,447
1414749680005,8851,1023,1023,1023,418
1414749680306,8550,1023,1023,1023,486
1414749680609,8814,1023,1023,1023,401
1414749680911,8888,1023,1023,1019,332
1414749681212,8951,1023,1023,910,362
1414749681530,8940,1023,1023,898,341
1414749681831,8850,1023,1023,916,311
1414749682131,8770,1023,1023,972,345
1414749682432,8893,1023,1023,1006,330
1414749682732,8858,1023,1023,1010,413
1414749683045,8892,1023,1023,1014,442
1414749683347,8604,1023,1023,1023,426
1414749683647,8692,1023,1023,1023,474
1414749683964,8854,363,1023,973,412
1414749684266,8689,223,898,683,271
1414749684565,8683,205,829,656,335
1414749684866,8874,195,739,637,286
1414749685166,8799,192,767,625,291
1414749685466,8877,192,893,644,286
1414749685783,8862,193,1017,646,277
1414749686084,8780,192,909,627,267
1414749686385,8899,200,840,659,266
1414749686685,8873,199,785,667,270
1414749687000,8909,196,761,666,350
1414749687296,8891,192,719,651,345
1414749687596,8940,199,705,687,327
1414749687901,8979,215,701,696,349
1414749688202,8991,258,660,725,345
1414749688504,8982,310,650,722,302
1414749688813,8970,370,660,603,248
1414749689114,8983,252,744,623,293
1414749689431,9072,219,707,587,248
1414749689734,9098,202,624,541,242
1414749690032,9078,193,609,555,308
1414749690334,9073,181,739,567,281
1414749690634,9069,178,763,569,341
1414749690950,9069,176,760,567,363
1414749691252,9073,176,754,566,306
1414749691543,9083,175,750,564,289
1414749691861,9070,174,746,562,301
1414749692163,9071,175,735,562,315
1414749692465,9071,174,740,563,294
1414749692766,9080,173,731,561,281
1414749693076,9072,172,727,560,228
1414749693376,9082,172,729,559,249
1414749693678,9081,172,726,559,279
1414749693980,9070,173,725,559,246
1414749694281,9080,172,734,559,286
1414749694581,9069,172,738,557,267
1414749694899,9083,172,740,558,317
1414749695200,9081,172,742,556,240
1414749695500,9071,172,727,556,313
1414749695800,9081,172,726,556,282
1414749696100,9070,171,730,557,291
1414749696416,9068,171,791,558,274
1414749696718,8981,167,827,559,330
1414749697018,8979,167,818,565,239
1414749697328,9056,166,815,610,286
1414749697630,9153,168,845,690,316
1414749697930,9184,153,928,714,272
1414749698232,9279,150,900,712,291
1414749698532,9284,149,837,715,321
1414749698843,9187,148,803,712,319
1414749699143,9266,148,748,706,269
1414749699443,9251,149,725,703,322
1414749699744,9267,149,702,699,319
1414749700062,9283,150,706,699,363
1414749700365,9277,149,698,698,343
1414749700667,9274,149,685,698,392
1414749700967,9268,150,680,699,353
1414749701268,9261,149,681,700,335
1414749701568,9281,148,677,697,323
1414749701885,9281,149,672,693,275
1414749702187,9283,148,667,691,225
1414749702486,9279,147,661,691,262
1414749702788,9272,146,650,683,216
1414749703104,9270,146,643,672,360
1414749703407,9273,146,630,673,377
1414749703708,9276,146,628,670,352
1414749704012,9277,145,625,669,394
1414749704315,9279,150,625,667,337
1414749704616,9279,150,619,661,298
1414749704917,9281,152,658,661,339
1414749705217,9285,151,723,665,321
1414749705534,9295,149,753,664,287
1414749705837,9273,151,770,671,240
1414749706137,9277,148,834,675,290
1414749706436,9264,148,829,666,276
1414749706737,9271,146,793,665,221
1414749707038,9272,143,812,656,237
1414749707354,9284,141,853,649,287
1414749707656,9288,139,862,644,330
1414749707956,9300,139,877,640,289
1414749708258,9292,139,857,644,298
1414749708557,9286,139,851,647,354
1414749708867,9289,138,868,645,337
1414749709167,9294,137,877,654,306
1414749709484,9298,137,902,663,310
1414749709785,9299,135,873,649,299
1414749710086,9349,136,847,650,325
1414749710386,9360,136,850,647,351
1414749710686,9353,135,822,644,343
1414749711004,9329,136,892,643,299
1414749711305,9277,139,900,666,325
1414749711605,9226,148,916,749,374
1414749711906,9069,163,859,834,408
1414749712206,9251,180,939,811,297
1414749712524,9290,180,898,787,341
1414749712826,9076,181,908,753,336
1414749713121,9279,179,928,729,334
1414749713420,9175,180,850,726,317
1414749713737,9174,199,907,749,280
1414749714038,9071,226,1023,782,333
1414749714338,8874,242,974,851,379
1414749714638,8815,240,792,815,364
1414749714938,8649,228,754,676,309
1414749715254,8667,1023,1023,1023,541
1414749715556,8764,1023,1023,1023,478
1414749715855,8797,1023,1023,1023,463
1414749716156,8799,1023,1023,1023,396
1414749716472,8787,1023,1023,1023,402
1414749716772,8818,1023,1023,1023,405
1414749717072,8869,1023,1023,1023,487
1414749717372,8901,1023,1023,1023,454
1414749717673,8919,1023,1023,1023,466
1414749717991,8948,1023,1023,1023,412
1414749718293,8953,1023,1023,1023,479
1414749718594,8978,1023,1023,1023,414
1414749718895,8981,1023,1023,1023,470
1414749719197,8985,1023,1023,1023,462
1414749719498,8983,1023,1023,1023,512
1414749719799,8922,1023,1023,1023,485
1414749720118,8906,1023,1023,1023,509
1414749720419,8867,1023,1023,1023,496
1414749720720,8785,1023,1023,1023,380
1414749721022,8822,1023,1023,1023,417
1414749721322,8857,1023,1023,1023,514
1414749721623,8785,1023,1023,1023,403
1414749721939,8825,1023,1023,1023,491
1414749722240,8814,1023,1023,1023,441
1414749722541,8823,1023,1023,1023,404
1414749722841,8800,1023,1023,1023,401
