1414550523223,98,1011
1414550523259,97,1006
1414550523276,99,1011
1414550523293,97,1008
1414550523309,98,1010
1414550523326,98,1006
1414550523342,97,1011
1414550523359,98,1009
1414550523376,98,1014
1414550523392,98,1008
1414550523459,97,1015
1414550523762,98,1014
1414550524060,98,1015
1414550524360,98,1011
1414550524661,98,1008
1414550524961,98,1009
1414550525261,98,1010
1414550525561,98,1006
1414550525861,97,1006
1414550526178,98,1011
1414550526478,98,1011
1414550526777,98,1016
1414550527078,98,1006
1414550527377,98,1011
1414550527679,98,1015
1414550527978,98,1011
1414550528353,98,1009
1414550528587,98,1011
1414550528887,98,1011
1414550529186,97,1011
1414550529503,98,1011
1414550529803,98,1011
1414550530102,98,1015
1414550530403,99,1010
1414550530705,98,1011
1414550531006,97,1011
1414550531305,98,1011
1414550531605,98,1013
1414550531906,98,1015
1414550532223,98,1011
1414550532522,98,1005
1414550532822,98,1013
1414550533122,98,1011
1414550533422,98,1012
1414550533723,98,1011
1414550534022,98,1010
1414550534338,97,1012
1414550534639,98,1012
1414550534940,98,1011
1414550535239,97,1010
1414550535539,98,1014
1414550535839,98,1013
1414550536139,98,1014
1414550536439,98,1010
1414550536756,98,1010
1414550537056,98,1014
1414550537356,98,1013
1414550537656,98,1014
1414550537956,98,1013
1414550538256,97,1013
1414550538555,97,1011
1414550538856,98,1010
1414550539172,98,1015
1414550539472,98,1012
1414550539772,98,1013
1414550540072,98,1013
1414550540373,98,1013
1414550540673,98,1012
1414550540974,98,1016
1414550541275,98,1013
1414550541576,97,1013
1414550541893,99,1014
1414550542180,98,1016
1414550542497,98,1015
1414550542784,98,1015
1414550543099,99,1016
1414550543396,98,1015
1414550543696,98,1014
1414550543996,98,1018
1414550544296,97,1013
1414550544613,98,1008
1414550544908,98,1008
1414550545209,99,1003
1414550545511,99,1011
1414550545813,99,1010
1414550546113,99,1005
1414550546426,97,1009
1414550546725,96,1012
1414550547026,97,1011
1414550547327,97,1009
1414550547627,97,1009
1414550547929,99,1012
1414550548230,98,1011
1414550548530,99,1012
1414550548830,98,1013
1414550549130,98,1014
1414550549446,98,1014
1414550549746,98,1011
1414550550046,97,1006
1414550550346,97,1004
1414550550647,97,1010
1414550550947,97,1011
1414550551247,100,1005
1414550551547,98,1005
1414550551863,98,1006
1414550552164,97,1002
1414550552463,97,1006
1414550552763,98,1007
1414550553064,98,1010
1414550553365,98,1014
1414550553663,98,1014
1414550553980,98,1003
1414550554281,98,1008
1414550554581,98,1015
1414550554881,98,1013
1414550555182,98,1012
1414550555482,98,1011
1414550555783,98,1011
1414550556082,98,1016
1414550556383,97,1013
1414550556683,97,1013
1414550556985,98,1014
1414550557302,98,1013
1414550557597,99,1011
1414550557898,99,1009
1414550558197,98,1012
1414550558498,98,1009
1414550558814,98,1009
1414550559114,97,998
1414550559414,98,1006
1414550559715,99,1005
1414550560015,98,1009
1414550560314,97,1008
1414550560615,98,1007
1414550560915,98,1011
1414550561231,99,1005
1414550561531,98,1012
1414550561832,98,1004
1414550562132,98,1008
1414550562432,98,1009
1414550562732,98,1009
1414550563032,98,1004
1414550563333,97,1007
1414550563648,98,1011
1414550563948,98,1006
1414550564249,98,1010
1414550564549,99,1007
1414550564849,98,1008
1414550565150,98,1007
1414550565450,98,1005
1414550565751,98,1011
1414550566052,98,1009
1414550566369,98,1009
1414550566671,97,1010
1414550566972,98,1010
1414550567273,97,1008
1414550567573,98,1009
1414550567875,98,1011
1414550568177,98,1014
1414550568478,98,1013
1414550568779,98,1009
1414550569081,98,1009
1414550569382,98,1011
1414550569682,97,1008
1414550569982,98,1012
1414550570283,98,1010
1414550570599,98,1012
1414550570899,98,1014
1414550571199,98,1013
1414550571499,98,1008
1414550571800,98,1015
1414550572099,98,1010
1414550572399,98,1011
1414550572700,97,1007
1414550573016,98,1012
1414550573316,98,1007
1414550573616,98,1010
1414550573917,98,1011
1414550574217,98,1011
1414550574516,98,1014
1414550574815,99,1012
1414550575133,98,1013
1414550575433,98,1010
1414550575733,98,1015
1414550576033,97,1012
1414550576333,98,1010
1414550576632,98,1010
1414550576932,97,1012
1414550577234,98,1012
1414550577549,98,1013
1414550577850,98,1014
1414550578150,99,1012
1414550578449,98,1015
1414550578750,98,1008
1414550579050,97,1011
1414550579350,98,1012
1414550579667,99,1012
1414550579966,98,1010
1414550580267,98,1018
1414550580566,99,1011
1414550580867,98,1018
1414550581167,99,1013
1414550581467,98,1012
1414550581767,98,1011
1414550582082,97,1012
1414550582383,97,1013
1414550582683,98,1013
1414550582983,98,1013
1414550583283,98,1011
1414550583583,98,1006
1414550583883,98,1013
1414550584182,98,1012
1414550584500,98,1014
1414550584800,98,1014
1414550585100,98,1006
1414550585400,98,1012
1414550585700,97,1011
1414550586000,98,1004
1414550586300,98,1010
1414550586601,98,1009
1414550586917,98,1009
1414550587216,98,1012
1414550587517,97,1012
1414550587818,98,1011
1414550588119,98,1008
1414550588419,97,1009
1414550588719,99,1007
1414550589019,97,1009
1414550589320,98,1010
1414550589637,98,1012
1414550589939,98,1006
1414550590240,98,1010
1414550590540,98,1007
1414550590841,98,1010
1414550591141,98,1016
1414550591442,97,1015
1414550591744,98,1009
1414550592045,98,1012
1414550592346,98,1014
1414550592647,99,1012
1414550592948,98,1010
1414550593249,97,1006
1414550593567,98,1005
1414550593853,99,1011
1414550594153,97,1006
1414550594471,98,1007
1414550594773,97,1004
1414550595066,98,1003
1414550595366,98,1009
1414550595667,98,997
1414550595967,97,999
1414550596286,98,1006
1414550596573,98,995
1414550596874,98,1003
1414550597190,99,999
1414550597491,97,996
1414550597791,97,1004
1414550598094,98,1005
1414550598394,98,1010
1414550598695,98,1001
1414550598996,98,1006
1414550599297,97,1005
1414550599599,98,1010
1414550599900,99,1009
1414550600202,98,1008
1414550600503,99,1007
1414550600803,97,1007
1414550601120,97,1004
1414550601407,98,1008
1414550601723,97,1004
1414550602025,98,1004
1414550602326,97,1009
1414550602627,98,1011
1414550602927,98,1010
1414550603228,97,1009
1414550603529,98,1010
1414550603830,98,1014
1414550604132,97,1015
1414550604432,98,1008
1414550604733,98,1010
1414550605034,98,1011
1414550605335,98,1014
1414550605654,98,1013
1414550605956,97,1011
1414550606256,98,1012
1414550606556,98,1010
1414550606856,98,1018
1414550607157,97,1010
1414550607457,98,1018
1414550607756,98,1012
1414550608057,98,1011
1414550608357,98,1013
1414550608674,97,1011
1414550608974,99,1013
1414550609273,98,1008
1414550609574,98,1011
1414550609874,98,1011
1414550610173,97,1006
1414550610474,98,1014
1414550610791,98,1012
1414550611090,98,1013
1414550611390,98,1013
1414550611690,98,1012
1414550611990,98,1010
1414550612291,98,1012
1414550612590,98,1014
1414550612890,98,1013
1414550613208,98,1013
1414550613508,98,1010
1414550613807,99,1007
1414550614109,98,1006
1414550614409,97,1010
1414550614710,98,1012
1414550615011,98,1011
1414550615311,98,1011
1414550615612,98,1005
1414550615914,98,1011
1414550616214,98,1004
1414550616517,98,998
1414550616835,97,1004
1414550617122,99,1010
1414550617438,98,1012
1414550617738,98,1009
1414550618038,97,1008
1414550618339,99,1006
1414550618638,99,1010
1414550618939,99,1008
1414550619238,99,1008
1414550619538,98,1003
1414550619855,98,1007
1414550620156,98,1002
1414550620455,98,1004
1414550620755,98,1006
1414550621055,98,1000
1414550621355,98,1022
1414550621655,98,1023
1414550621956,99,1020
1414550622272,98,1022
1414550622571,98,1019
1414550622872,97,1018
1414550623172,96,1023
1414550623472,98,1021
1414550623772,98,1022
1414550624073,98,1019
1414550624374,97,1023
1414550624675,98,1020
1414550624977,98,1016
1414550625295,99,1020
1414550625597,98,1021
1414550625898,98,1019
1414550626200,98,1020
1414550626501,97,1021
1414550626802,98,1020
1414550627102,98,1020
1414550627403,97,1022
1414550627704,99,1019
1414550628005,99,1019
1414550628306,98,1022
1414550628606,99,1023
1414550628906,98,1023
1414550629224,98,1018
1414550629526,98,1021
1414550629812,97,1021
1414550630127,98,1019
1414550630430,98,1019
1414550630729,98,1022
1414550631030,98,1023
1414550631329,98,1020
1414550631631,97,1023
1414550631931,99,1022
1414550632232,98,1020
1414550632549,98,1022
1414550632835,98,1019
1414550633152,98,1020
1414550633439,98,1022
1414550633756,97,1020
1414550634057,98,1021
1414550634357,97,1023
1414550634658,98,1021
1414550634958,97,1022
1414550635259,98,1022
1414550635559,98,1022
1414550635858,98,1022
1414550636159,98,1022
1414550636462,98,1020
1414550636778,96,1022
1414550637081,99,1023
1414550637382,98,1020
1414550637683,97,1021
1414550637984,98,1020
1414550638285,97,1020
1414550638586,98,1020
1414550638887,99,1020
1414550639187,98,1021
1414550639488,98,1020
1414550639789,98,1022
1414550640090,97,1023
1414550640391,98,1013
1414550640692,98,1015
1414550640993,98,1017
1414550641311,98,1016
1414550641598,98,1018
1414550641914,99,1019
1414550642217,98,1016
1414550642517,98,1020
1414550642818,98,1021
1414550643119,97,1021
1414550643421,97,1020
1414550643721,98,1014
1414550644023,98,1021
1414550644323,98,1020
1414550644624,98,1022
1414550644926,98,1019
