1414749449022,8692,1023,1023,1023,402
1414749449046,8684,1023,1023,1023,469
1414749449063,8682,1023,1023,1023,441
1414749449080,8671,1023,1023,1023,410
1414749449097,8676,1023,1023,1023,387
1414749449113,8653,1023,1023,1023,386
1414749449129,8594,1023,1023,1023,395
1414749449147,8566,1023,1023,1023,428
1414749449163,8584,1023,1023,1023,486
1414749449181,8616,1023,1023,1023,471
1414749449197,8599,1023,1023,1023,431
1414749449580,8578,1023,1023,1023,427
1414749449665,8578,1023,1023,1023,500
1414749449965,8574,1023,1023,1023,461
1414749450264,8660,1023,1023,1023,453
1414749450580,8670,1023,1023,914,427
1414749450880,8680,1023,1023,866,405
1414749451180,8739,1023,1023,763,372
1414749451480,8758,1023,1023,589,269
1414749451797,8774,1023,1023,556,296
1414749452098,8769,1023,1023,707,304
1414749452398,8973,1023,1023,631,255
1414749452698,9082,1023,1023,513,207
1414749453014,9142,1023,1023,457,174
1414749453314,9086,1023,1023,453,276
1414749453614,9147,1023,1023,460,325
1414749453916,9070,1023,1023,458,257
1414749454216,9178,1023,1023,461,251
1414749454531,9183,1023,1023,463,211
1414749454833,9184,1023,1023,462,234
1414749455133,9179,1023,1023,462,249
1414749455433,9178,1023,1023,464,300
1414749455733,9167,1023,1023,466,209
1414749456051,9174,1023,1023,471,211
1414749456353,9182,1023,1023,471,210
1414749456653,9159,1023,1023,482,210
1414749456954,9150,1023,1023,482,269
1414749457257,9160,1023,1023,483,298
1414749457558,9171,1023,1023,485,286
1414749457875,9161,1023,1023,489,218
1414749458171,9160,1023,1023,494,245
1414749458470,9083,1023,1023,496,262
1414749458788,9079,1023,1023,494,261
1414749459091,9069,1023,1023,498,276
1414749459391,9072,1023,1023,496,274
1414749459692,9071,1023,1023,498,224
1414749459992,9074,1023,1023,505,209
1414749460292,9066,1023,1023,518,332
1414749460608,9056,1023,1023,522,214
1414749460911,9050,1023,1023,526,242
1414749461211,9071,1023,1023,527,315
1414749461512,9070,1023,1023,529,325
1414749461813,9074,1023,1023,532,294
1414749462129,9081,1023,1023,557,339
1414749462425,9076,1023,1023,564,222
1414749462725,9069,1023,1023,635,325
1414749463027,8974,1023,1023,874,400
1414749463344,8980,1023,1023,760,359
1414749463646,8875,1023,1023,1023,471
1414749463947,8931,1023,1023,917,316
1414749464247,8893,1023,1023,904,391
